Underwriting,Sex,IssueAge,Duration
NS_SP,Female,29,2
S_P,Male,40,18
NS_SP,Male,45,4
NS_SP,Female,20,4
S_R,Male,33,8
NS_P,Female,37,17
S_R,Male,37,3
NS_SP,Female,18,3
S_R,Male,32,1
NS_P,Male,35,2
NS_SP,Female,46,18
S_R,Female,22,2
S_R,Female,46,3
NS_SP,Male,33,12
S_P,Male,22,17
NS_P,Female,47,12
S_P,Male,47,7
S_P,Female,18,14
NS_P,Female,24,17
S_P,Female,37,15
NS_SP,Male,23,17
S_P,Female,25,3
S_R,Female,48,7
NS_P,Male,26,19
S_R,Female,47,1
NS_SP,Female,20,11
NS_SP,Female,19,18
NS_SP,Male,29,16
NS_R,Female,45,18
NS_R,Female,29,19
S_P,Male,37,14
NS_SP,Female,27,3
S_R,Male,42,11
NS_P,Male,25,18
S_P,Female,30,15
NS_SP,Female,25,10
NS_P,Male,44,12
NS_P,Male,29,9
NS_SP,Male,41,3
S_R,Male,21,2
NS_SP,Female,34,15
NS_SP,Male,27,2
S_P,Male,29,10
NS_P,Female,40,9
S_R,Female,30,7
NS_P,Female,33,18
NS_P,Male,24,5
NS_R,Male,30,10
NS_P,Male,37,5
NS_R,Male,33,8
NS_R,Male,23,5
NS_P,Female,20,18
S_R,Male,35,16
S_R,Male,43,10
NS_R,Male,33,5
NS_SP,Female,18,6
S_R,Female,43,19
NS_P,Female,42,8
S_P,Male,32,17
NS_SP,Male,44,5
NS_SP,Female,40,7
S_P,Female,49,14
NS_R,Female,46,13
NS_R,Male,23,17
S_R,Female,43,15
S_R,Male,35,13
S_R,Male,21,2
S_R,Male,35,9
NS_R,Male,24,2
S_R,Female,33,14
NS_P,Male,22,17
NS_P,Female,20,6
NS_R,Male,37,13
NS_P,Male,35,13
S_P,Male,41,18
S_R,Male,19,13
NS_P,Male,23,6
NS_SP,Female,33,11
NS_SP,Male,29,16
S_R,Female,48,19
NS_R,Female,39,7
S_P,Male,27,3
NS_P,Male,46,16
NS_P,Female,22,4
NS_P,Female,20,16
NS_P,Female,38,9
NS_SP,Male,25,7
S_R,Male,47,10
NS_R,Male,46,18
NS_R,Female,20,9
NS_P,Male,28,11
NS_P,Male,40,8
NS_P,Male,40,18
S_R,Male,18,11
NS_R,Male,18,6
NS_P,Male,24,8
NS_R,Male,21,14
NS_R,Female,37,12
S_R,Female,18,19
S_R,Male,28,5
NS_P,Male,29,6
NS_SP,Male,19,11
NS_R,Male,42,7
S_R,Male,49,4
S_P,Male,23,19
S_P,Female,35,16
NS_SP,Female,38,19
NS_R,Female,28,7
NS_P,Male,36,14
NS_R,Female,42,14
NS_P,Male,31,7
S_R,Male,48,11
NS_P,Male,36,9
NS_R,Female,48,7
S_R,Male,32,13
NS_SP,Female,42,11
NS_P,Male,34,17
NS_SP,Female,35,12
S_R,Female,30,12
S_P,Male,24,5
NS_R,Female,35,12
S_P,Male,45,11
S_P,Male,43,18
NS_P,Female,20,6
S_R,Male,18,13
NS_P,Male,24,11
NS_P,Female,45,6
NS_R,Male,18,3
NS_SP,Male,40,14
NS_R,Female,39,18
NS_R,Female,19,5
NS_P,Male,19,18
NS_SP,Male,28,10
NS_P,Female,26,11
NS_P,Male,47,13
S_R,Female,24,11
S_P,Female,42,13
NS_SP,Female,31,12
NS_P,Male,40,11
NS_R,Female,46,9
S_R,Male,19,7
S_P,Male,46,17
NS_P,Female,37,15
S_P,Male,21,8
NS_P,Female,35,8
NS_P,Female,42,6
S_R,Female,19,7
NS_SP,Male,19,2
S_R,Male,39,16
NS_P,Female,30,1
NS_R,Female,19,6
NS_P,Female,26,7
S_P,Female,41,8
NS_R,Female,42,5
NS_P,Female,40,8
NS_SP,Female,32,14
S_P,Female,25,1
S_P,Female,22,9
S_R,Male,26,9
NS_SP,Female,34,15
NS_R,Female,36,14
S_R,Male,31,6
NS_R,Female,19,16
NS_SP,Male,34,9
NS_SP,Female,33,12
NS_R,Female,39,17
NS_P,Female,43,15
S_R,Male,25,8
NS_SP,Female,25,13
NS_SP,Female,46,2
S_P,Female,34,8
S_P,Male,35,7
NS_P,Male,38,9
NS_SP,Female,22,15
S_R,Male,40,8
NS_R,Male,38,6
NS_SP,Male,28,14
NS_SP,Male,23,13
NS_SP,Female,47,16
S_P,Female,23,9
S_R,Female,48,13
S_P,Male,33,8
NS_P,Male,24,5
S_P,Female,35,5
NS_SP,Male,36,17
NS_SP,Female,29,18
NS_P,Female,38,17
NS_P,Male,23,12
NS_SP,Male,40,4
S_R,Female,42,1
S_R,Male,19,4
S_R,Female,46,8
S_P,Male,30,19
NS_SP,Male,19,19
NS_R,Male,34,2
NS_R,Female,19,16
NS_P,Male,36,16
NS_P,Male,36,7
S_P,Male,47,11
NS_P,Female,27,9
NS_SP,Female,25,2
NS_R,Female,47,9
NS_P,Female,37,6
NS_R,Male,28,2
S_R,Female,19,8
NS_P,Male,42,11
S_R,Male,45,8
S_R,Male,21,16
NS_R,Male,49,19
S_R,Male,23,8
S_R,Male,38,15
S_R,Male,21,2
S_P,Female,49,16
NS_R,Female,32,5
S_R,Female,29,3
NS_SP,Male,33,5
NS_R,Female,31,10
NS_P,Female,42,16
NS_P,Female,27,8
NS_R,Male,45,13
S_P,Female,24,7
NS_SP,Male,46,8
NS_P,Male,42,19
NS_R,Female,24,6
S_P,Male,41,16
NS_SP,Male,19,5
NS_P,Female,21,17
NS_P,Male,25,7
S_P,Female,22,3
NS_R,Female,24,5
S_P,Female,39,3
NS_SP,Male,46,1
S_P,Female,30,14
NS_R,Male,27,9
NS_R,Female,37,1
NS_R,Female,46,9
S_R,Male,24,8
S_P,Female,35,5
NS_SP,Male,21,8
NS_R,Male,20,4
NS_R,Female,41,3
NS_SP,Male,41,14
NS_P,Male,29,17
NS_P,Female,40,11
NS_SP,Female,48,11
NS_P,Female,43,4
NS_R,Female,24,7
NS_P,Male,24,14
NS_R,Female,44,17
NS_P,Male,49,10
S_R,Male,19,16
NS_P,Male,23,18
NS_P,Male,46,8
S_P,Female,41,7
NS_R,Female,28,5
S_R,Female,46,15
NS_SP,Male,32,18
NS_SP,Male,28,3
NS_SP,Female,39,5
S_R,Female,38,16
S_R,Male,43,3
S_R,Male,25,8
NS_R,Female,38,3
S_R,Male,45,7
NS_R,Female,35,7
NS_P,Female,18,11
NS_P,Female,41,13
NS_R,Female,36,2
NS_R,Female,28,14
NS_R,Male,42,9
NS_SP,Male,30,9
NS_R,Male,31,16
S_R,Male,22,18
NS_R,Male,36,16
S_R,Female,38,19
NS_P,Male,33,3
NS_P,Female,46,4
NS_SP,Female,30,14
S_R,Female,46,18
NS_P,Female,47,17
S_R,Female,40,8
S_P,Female,24,17
NS_SP,Male,20,7
S_R,Female,32,13
NS_SP,Male,30,2
S_P,Female,44,8
NS_R,Male,21,12
S_R,Male,28,8
S_P,Female,29,18
NS_P,Female,25,10
NS_R,Male,24,1
NS_R,Male,35,9
NS_P,Male,40,17
NS_P,Female,38,18
NS_SP,Male,25,13
NS_P,Female,19,6
NS_P,Male,29,16
S_P,Female,33,10
NS_SP,Female,19,15
S_R,Male,48,15
S_P,Female,31,6
NS_SP,Female,38,8
NS_SP,Female,40,13
NS_P,Male,38,17
NS_SP,Female,18,3
S_R,Male,34,15
NS_R,Female,25,1
NS_P,Female,31,9
NS_R,Female,30,16
NS_P,Male,40,4
NS_SP,Female,33,2
NS_R,Male,34,14
NS_SP,Female,35,3
S_R,Female,20,12
NS_P,Male,48,18
NS_P,Female,29,12
NS_R,Female,34,10
S_P,Male,29,11
S_P,Male,26,13
NS_R,Male,30,4
S_R,Male,32,5
S_R,Male,25,8
S_R,Female,34,7
NS_R,Female,26,11
NS_P,Female,37,17
NS_R,Female,43,8
NS_P,Female,30,10
NS_SP,Female,26,11
NS_SP,Male,21,7
NS_R,Male,27,7
NS_P,Male,18,2
NS_R,Female,37,5
NS_R,Male,33,15
NS_R,Female,45,15
NS_SP,Male,41,11
S_R,Female,31,8
NS_P,Male,33,15
NS_R,Female,44,12
S_P,Female,35,17
S_R,Male,23,13
S_R,Female,21,18
S_P,Male,30,15
NS_P,Female,28,6
S_P,Female,45,10
NS_SP,Female,22,9
NS_R,Female,25,2
NS_P,Male,32,7
NS_SP,Female,20,16
S_P,Male,25,4
NS_SP,Male,31,12
NS_R,Female,18,16
NS_P,Female,28,11
S_P,Male,29,19
S_P,Male,33,12
S_P,Female,46,11
NS_P,Female,26,10
NS_R,Male,34,8
NS_SP,Male,38,15
S_R,Female,49,18
NS_P,Female,33,11
S_R,Female,26,2
NS_SP,Female,44,5
S_R,Female,32,8
NS_P,Female,40,12
NS_SP,Male,44,12
S_P,Male,47,8
S_P,Male,37,6
S_P,Female,23,15
NS_R,Male,19,9
NS_SP,Male,22,16
NS_P,Female,38,10
S_P,Female,37,6
S_P,Male,32,14
NS_SP,Male,21,9
NS_R,Male,22,13
NS_R,Male,35,13
NS_P,Male,36,5
S_R,Male,45,16
NS_P,Female,18,4
S_P,Female,23,1
NS_P,Male,26,16
S_R,Male,23,9
S_R,Male,22,3
S_P,Female,23,10
NS_P,Female,41,14
NS_P,Female,48,16
S_R,Male,43,9
S_R,Female,37,10
NS_P,Male,42,11
NS_R,Male,34,1
NS_P,Male,31,4
NS_SP,Male,49,9
NS_SP,Female,27,14
NS_SP,Female,49,18
S_P,Male,32,6
NS_SP,Female,18,4
S_P,Female,44,19
S_R,Male,26,17
S_P,Female,26,1
NS_R,Male,26,14
NS_R,Male,36,14
S_P,Female,43,10
S_P,Female,40,12
NS_R,Female,20,5
S_R,Male,26,18
NS_R,Male,48,18
NS_P,Female,49,19
S_R,Female,47,13
S_R,Female,47,14
S_P,Male,48,1
S_P,Male,35,16
NS_SP,Female,48,9
NS_SP,Female,24,10
S_P,Female,27,13
NS_P,Male,19,10
NS_P,Male,29,11
NS_SP,Female,44,1
NS_R,Male,49,5
NS_SP,Female,30,3
NS_R,Male,33,1
NS_P,Female,23,13
NS_P,Male,49,14
S_P,Female,25,17
NS_SP,Male,40,16
NS_P,Female,31,16
S_P,Female,31,13
NS_R,Female,44,13
S_P,Female,27,19
NS_R,Male,18,9
S_P,Male,47,13
S_R,Female,22,14
NS_SP,Male,42,3
NS_R,Female,35,13
S_R,Female,36,17
S_P,Female,48,15
S_P,Male,37,5
NS_R,Female,32,13
S_R,Male,22,10
NS_R,Female,34,11
NS_P,Female,20,12
NS_R,Female,48,17
NS_P,Male,48,9
NS_SP,Male,32,5
S_R,Male,23,1
S_P,Male,30,18
S_R,Female,24,9
NS_SP,Female,27,2
NS_P,Female,36,1
NS_R,Female,46,12
NS_R,Male,35,6
NS_P,Female,39,18
NS_R,Female,46,8
NS_SP,Male,29,1
NS_R,Male,29,9
S_P,Male,33,2
S_P,Female,47,4
NS_P,Female,18,18
NS_SP,Female,42,7
S_R,Male,36,1
NS_SP,Male,23,5
NS_SP,Male,39,4
S_P,Male,30,17
NS_P,Female,39,3
NS_P,Female,45,1
S_R,Female,30,17
NS_R,Female,29,15
NS_P,Female,20,4
S_R,Male,24,8
NS_P,Male,36,3
S_R,Female,18,10
NS_SP,Female,37,15
S_R,Female,26,18
S_R,Male,29,7
NS_SP,Female,32,8
NS_R,Male,36,4
S_P,Male,36,8
S_R,Female,32,19
S_P,Male,41,6
S_R,Male,44,10
NS_P,Female,29,10
NS_R,Male,30,18
NS_SP,Female,35,15
S_P,Male,42,14
NS_SP,Male,27,8
NS_SP,Female,39,19
NS_R,Male,35,6
S_P,Female,25,11
NS_R,Male,32,17
NS_R,Female,24,3
S_P,Male,37,3
NS_P,Male,44,5
NS_R,Female,38,7
S_R,Male,44,4
S_R,Female,39,12
S_R,Female,49,10
S_R,Male,19,8
S_P,Male,22,11
S_R,Female,20,4
NS_R,Female,29,14
S_P,Male,48,7
S_P,Female,18,3
NS_R,Male,27,14
S_P,Male,29,19
NS_P,Male,28,14
S_P,Female,36,9
NS_SP,Male,33,18
NS_R,Female,33,6
NS_R,Female,32,2
NS_SP,Male,30,9
S_P,Female,49,3
NS_SP,Female,26,13
NS_R,Female,39,7
S_R,Female,43,12
NS_P,Male,37,7
S_P,Female,32,4
NS_P,Male,20,8
S_R,Male,19,11
NS_R,Female,35,6
NS_P,Male,21,10
S_R,Female,39,13
NS_R,Male,27,15
NS_P,Female,32,11
S_R,Female,48,15
NS_SP,Male,35,19
S_P,Male,25,7
S_P,Male,44,1
NS_P,Female,29,6
NS_SP,Male,19,4
S_R,Female,42,4
S_P,Female,32,13
S_P,Male,39,3
NS_P,Male,21,17
S_P,Female,26,9
S_R,Male,20,17
NS_P,Female,36,2
NS_SP,Male,18,17
S_P,Male,49,18
S_P,Female,42,17
S_P,Male,18,4
S_R,Male,34,1
NS_SP,Male,38,8
S_R,Male,33,2
S_P,Female,24,5
S_R,Male,42,12
NS_P,Male,25,19
NS_P,Female,35,4
NS_R,Male,20,3
S_P,Male,22,2
NS_R,Female,45,14
S_R,Female,18,14
NS_SP,Female,30,16
NS_SP,Female,34,4
NS_P,Female,38,1
NS_SP,Female,30,6
NS_R,Male,35,10
NS_P,Female,23,17
NS_R,Female,43,1
NS_R,Female,46,10
NS_R,Female,40,2
NS_SP,Female,36,10
NS_R,Male,27,7
S_R,Female,27,19
NS_R,Female,40,19
S_P,Female,46,4
NS_SP,Male,30,13
NS_SP,Female,26,4
NS_SP,Female,19,13
S_R,Female,49,18
S_P,Male,25,11
S_R,Female,47,6
NS_P,Male,40,19
S_R,Male,36,16
NS_SP,Male,29,14
NS_SP,Female,47,5
NS_SP,Male,21,16
NS_P,Male,29,4
NS_P,Female,41,17
S_R,Female,25,6
S_R,Male,44,8
NS_P,Female,28,15
NS_R,Female,18,10
NS_SP,Female,35,14
S_P,Male,45,18
NS_SP,Female,48,13
NS_SP,Female,20,7
NS_P,Male,28,6
S_P,Female,43,3
NS_P,Female,38,14
S_R,Male,28,1
NS_SP,Male,18,18
NS_P,Male,43,7
NS_P,Female,36,12
S_R,Male,18,10
S_P,Male,47,8
S_R,Female,43,15
NS_SP,Male,43,7
NS_R,Female,33,15
NS_P,Female,27,4
NS_R,Female,40,12
S_P,Female,41,14
NS_R,Male,46,13
NS_P,Male,30,19
NS_P,Female,36,3
S_R,Female,21,7
NS_R,Female,39,10
S_R,Male,34,17
NS_SP,Male,26,19
S_R,Male,24,6
NS_R,Male,21,6
NS_SP,Male,25,18
S_R,Male,35,17
NS_SP,Male,25,8
S_P,Female,35,8
S_P,Female,31,14
S_R,Female,35,12
S_R,Female,31,18
S_P,Female,46,15
S_R,Female,26,17
NS_SP,Male,25,13
NS_SP,Male,38,15
S_P,Male,24,10
NS_P,Female,42,18
S_R,Female,46,18
NS_SP,Female,47,7
NS_P,Male,49,17
S_P,Male,39,14
S_R,Female,31,3
S_P,Male,21,19
NS_R,Male,31,19
NS_P,Female,22,1
S_P,Male,42,10
NS_SP,Male,19,3
NS_SP,Male,44,18
NS_R,Female,42,7
NS_SP,Male,33,13
NS_P,Male,36,15
S_R,Female,18,8
NS_R,Female,40,18
S_R,Female,41,15
NS_P,Female,40,4
S_R,Female,41,17
S_R,Male,32,4
NS_R,Female,29,5
NS_R,Male,18,16
S_R,Female,35,8
S_P,Female,29,18
S_P,Female,32,1
NS_SP,Female,22,13
NS_P,Female,36,17
S_P,Female,45,7
S_R,Male,24,15
NS_P,Female,24,3
NS_P,Female,40,3
NS_R,Female,22,17
NS_SP,Female,24,5
NS_P,Female,27,8
NS_P,Male,46,9
S_R,Male,25,6
S_R,Female,41,17
NS_R,Male,39,2
S_R,Male,43,12
S_P,Male,38,2
NS_R,Female,36,2
S_P,Female,44,2
NS_P,Male,21,13
S_P,Female,21,1
S_R,Male,48,7
NS_P,Male,35,19
S_R,Female,36,14
S_R,Female,40,17
S_P,Male,46,18
NS_P,Female,26,15
NS_SP,Female,18,8
S_R,Male,31,18
NS_P,Female,46,11
NS_R,Female,30,4
NS_P,Female,48,19
NS_SP,Male,20,1
S_P,Female,21,5
NS_SP,Male,45,10
S_R,Male,21,18
NS_R,Male,34,19
NS_R,Female,44,15
S_R,Male,39,15
NS_SP,Male,24,5
NS_P,Female,21,3
NS_P,Male,44,8
NS_SP,Male,22,10
S_R,Female,25,1
NS_P,Male,29,3
NS_R,Male,27,18
NS_P,Male,25,9
NS_SP,Female,32,11
NS_R,Female,49,8
NS_R,Male,49,9
S_R,Male,21,4
NS_R,Male,34,7
S_P,Male,41,12
S_R,Female,36,4
NS_R,Female,27,10
S_P,Female,35,8
NS_SP,Male,41,3
NS_P,Male,45,10
S_P,Female,48,6
NS_SP,Male,42,3
NS_R,Male,19,2
NS_SP,Male,23,9
S_P,Male,35,4
S_P,Male,47,11
S_R,Female,31,14
S_P,Male,44,9
S_P,Female,32,1
S_R,Female,45,17
S_R,Male,26,18
S_P,Female,42,3
NS_P,Male,48,15
S_R,Male,32,2
NS_SP,Female,34,9
S_P,Female,26,2
S_P,Male,20,7
NS_SP,Male,28,4
S_P,Female,41,12
S_R,Female,28,4
NS_SP,Male,32,5
NS_R,Male,44,7
S_P,Female,38,18
NS_R,Male,49,9
NS_P,Female,26,5
NS_R,Female,33,16
NS_SP,Female,31,14
S_R,Male,29,9
S_R,Male,42,7
NS_R,Male,28,19
S_R,Female,24,7
NS_R,Male,41,16
NS_SP,Female,30,1
NS_P,Male,48,3
NS_R,Male,36,10
S_P,Female,43,12
NS_P,Female,39,18
NS_SP,Male,39,9
S_P,Female,33,9
S_R,Male,37,4
S_P,Male,26,1
NS_SP,Female,39,3
NS_R,Female,27,16
S_P,Female,47,4
S_R,Male,41,9
NS_SP,Male,18,17
NS_R,Female,38,10
NS_P,Male,44,4
S_R,Female,41,2
NS_SP,Female,25,12
NS_R,Female,27,9
NS_P,Female,21,18
NS_P,Male,42,2
S_R,Male,37,10
S_P,Male,44,3
S_P,Female,40,5
S_P,Male,41,8
NS_P,Male,24,13
NS_SP,Male,28,8
NS_R,Female,20,1
S_R,Female,39,17
NS_P,Female,41,4
S_P,Female,19,4
S_P,Male,46,12
NS_P,Male,38,4
S_P,Male,25,1
S_R,Male,40,2
NS_SP,Female,44,6
NS_R,Male,33,7
S_R,Male,19,17
NS_R,Male,43,17
NS_R,Male,23,11
NS_P,Male,43,3
S_R,Male,40,7
NS_R,Male,34,9
S_R,Female,27,5
NS_SP,Male,25,6
NS_R,Male,33,3
NS_R,Female,33,5
NS_P,Female,49,5
NS_R,Female,32,10
NS_R,Female,31,8
NS_P,Male,43,11
NS_R,Female,31,10
S_R,Female,25,16
NS_R,Male,36,17
NS_R,Male,21,7
NS_P,Male,33,19
NS_P,Female,27,9
S_R,Male,38,15
NS_SP,Female,39,16
S_P,Female,45,5
NS_SP,Female,48,10
NS_SP,Female,45,13
NS_P,Female,36,8
S_P,Female,42,9
NS_P,Male,35,4
NS_P,Female,25,19
S_R,Female,22,9
S_P,Male,48,14
S_P,Female,44,12
NS_R,Male,18,19
NS_P,Male,39,1
S_P,Female,18,2
NS_P,Male,43,18
NS_R,Female,20,14
NS_SP,Female,37,16
NS_SP,Female,32,3
NS_R,Female,48,16
S_R,Female,24,11
NS_SP,Male,33,9
NS_P,Male,26,18
S_R,Female,31,4
NS_R,Female,22,13
NS_P,Female,20,2
NS_SP,Male,25,7
S_R,Female,21,17
NS_P,Male,24,5
S_R,Male,33,11
NS_SP,Male,48,13
S_P,Male,38,1
S_P,Male,46,7
NS_R,Female,29,18
NS_R,Female,38,12
NS_R,Male,37,2
NS_P,Male,23,4
NS_SP,Male,45,11
NS_P,Female,49,10
S_P,Female,48,9
S_R,Female,45,7
S_R,Female,34,11
NS_P,Male,34,10
NS_P,Female,39,5
NS_P,Male,49,5
NS_P,Female,18,10
NS_SP,Female,48,10
NS_R,Female,24,4
S_R,Female,45,4
S_P,Male,22,17
NS_P,Male,47,12
NS_P,Male,37,9
NS_P,Male,42,9
NS_R,Male,35,19
NS_R,Female,20,12
S_P,Male,49,17
NS_SP,Male,25,7
S_P,Female,27,4
NS_P,Male,34,3
NS_SP,Male,45,11
NS_P,Female,34,6
NS_P,Male,21,3
NS_P,Male,36,17
S_R,Female,25,4
NS_P,Female,47,2
NS_R,Male,40,1
S_R,Female,20,4
NS_R,Female,37,18
S_P,Female,38,18
NS_R,Female,49,12
S_P,Male,33,14
NS_SP,Female,31,19
NS_SP,Female,28,18
NS_R,Male,29,8
NS_SP,Male,26,16
NS_P,Female,22,3
NS_R,Male,46,10
NS_SP,Male,48,10
NS_R,Female,20,18
NS_R,Male,44,1
S_R,Male,43,14
S_R,Female,42,3
NS_SP,Male,19,7
S_R,Male,42,13
NS_SP,Female,19,12
NS_P,Female,41,18
NS_P,Female,25,3
NS_SP,Female,32,19
S_R,Male,22,2
S_R,Female,47,18
S_P,Male,23,11
NS_P,Female,27,17
S_P,Female,46,8
S_R,Female,31,4
NS_SP,Male,38,5
S_P,Male,35,9
S_P,Male,22,15
NS_P,Female,25,15
NS_SP,Male,20,19
S_P,Female,35,7
S_R,Male,37,16
S_R,Female,35,10
NS_P,Female,24,10
NS_SP,Female,36,15
NS_SP,Male,40,17
NS_SP,Female,21,7
NS_R,Male,35,11
S_R,Female,29,9
NS_SP,Male,41,2
NS_P,Male,36,1
S_R,Female,38,1
NS_P,Female,31,12
S_P,Male,40,6
S_P,Female,40,3
NS_P,Male,31,16
S_P,Male,48,3
S_P,Male,29,9
S_R,Male,39,2
S_P,Female,32,2
S_R,Female,32,17
S_P,Male,30,7
NS_P,Male,37,2
NS_R,Female,42,16
NS_R,Male,28,15
S_P,Male,33,2
NS_R,Female,41,3
NS_R,Male,36,1
NS_SP,Male,39,5
NS_P,Male,49,9
NS_SP,Female,47,18
NS_P,Female,27,1
NS_P,Female,30,9
NS_SP,Female,36,5
S_R,Male,32,4
S_P,Female,20,7
S_P,Female,44,6
S_P,Female,18,12
S_R,Female,27,19
S_P,Female,39,2
S_R,Female,48,15
NS_R,Female,42,10
NS_P,Female,40,16
S_P,Female,30,17
NS_SP,Female,34,11
S_P,Female,47,2
NS_SP,Female,20,8
NS_P,Female,42,15
NS_R,Female,39,4
NS_SP,Female,43,9
NS_SP,Female,47,10
NS_SP,Male,36,11
NS_R,Female,39,4
S_R,Male,24,2
S_P,Male,23,16
S_R,Male,18,4
NS_P,Male,33,5
NS_SP,Female,37,4
NS_R,Female,34,18
NS_SP,Female,44,19
NS_R,Male,47,10
S_R,Female,24,17
NS_SP,Female,39,11
NS_SP,Male,47,16
NS_SP,Male,32,9
S_P,Male,19,18
S_R,Female,47,10
NS_R,Female,25,13
NS_P,Female,43,9
NS_SP,Female,29,14
NS_P,Male,42,15
NS_P,Female,25,4
S_P,Female,35,11
NS_SP,Female,41,11
S_P,Male,29,4
NS_P,Male,29,6
NS_R,Male,20,17
NS_SP,Female,36,13
NS_R,Female,26,14
S_P,Female,31,5
S_R,Female,27,5
NS_SP,Female,24,8
NS_R,Male,21,18
NS_SP,Female,19,2
S_R,Female,37,6
NS_R,Female,19,13
NS_R,Female,24,11
NS_R,Male,41,13
S_R,Female,44,19
NS_SP,Female,36,11
NS_SP,Female,19,6
NS_SP,Male,36,5
NS_P,Female,43,13
S_R,Female,29,18
NS_R,Female,39,8
NS_R,Male,36,3
NS_P,Male,40,6
NS_P,Male,40,7
S_P,Male,19,16
NS_SP,Female,28,18
S_P,Female,38,10
NS_R,Male,43,3
NS_P,Female,38,12
NS_P,Male,49,4
S_P,Male,32,4
NS_R,Male,43,11
NS_P,Female,31,1
NS_SP,Female,41,12
NS_P,Female,48,16
NS_P,Male,18,14
NS_SP,Female,40,6
S_P,Female,46,11
S_R,Male,33,4
S_P,Female,48,12
S_P,Female,34,3
NS_P,Female,48,9
NS_R,Male,42,6
S_P,Female,25,15
NS_R,Female,39,18
NS_R,Female,46,11
NS_P,Male,26,9
NS_P,Male,48,14
NS_SP,Female,34,16
NS_SP,Male,35,10
NS_SP,Female,38,7
NS_P,Male,28,19
NS_SP,Male,23,7
S_R,Female,27,18
S_P,Male,45,15
S_R,Female,30,18
S_P,Female,35,4
S_P,Female,43,2
NS_SP,Female,47,19
S_P,Female,24,8
NS_R,Female,38,12
S_P,Male,21,14
NS_P,Female,35,1
NS_R,Female,20,8
S_R,Male,45,9
S_P,Female,46,13
S_R,Female,18,13
S_R,Female,38,5
NS_P,Female,28,16
S_P,Female,49,4
S_R,Male,41,19
S_P,Male,21,6
S_R,Male,36,1
S_P,Female,27,3
S_P,Female,28,2
S_R,Male,18,10
NS_SP,Female,29,14
NS_R,Female,18,18
NS_SP,Female,44,5
S_R,Female,21,3
S_P,Female,33,4
S_P,Female,28,5
NS_P,Female,40,19
NS_P,Male,40,15
S_R,Male,49,1
NS_SP,Male,39,15
S_R,Female,35,7
NS_SP,Female,23,17
NS_R,Male,21,18
NS_R,Male,20,1
NS_SP,Female,27,2
S_P,Female,29,11
S_R,Male,46,5
NS_R,Female,47,19
NS_SP,Female,35,14
NS_SP,Female,29,5
NS_SP,Female,48,17
S_R,Female,39,13
NS_P,Male,30,7
S_R,Female,22,14
NS_R,Male,47,17
S_R,Female,19,15
NS_R,Male,42,11
NS_P,Male,41,19
NS_R,Male,27,1
S_P,Female,25,18
S_P,Male,20,15
S_P,Male,42,18
NS_R,Female,27,16
NS_P,Female,35,10
NS_P,Female,48,4
NS_P,Male,36,14
NS_R,Male,18,10
NS_SP,Male,31,19
S_R,Female,28,14
NS_SP,Female,32,16
NS_R,Male,49,1
NS_R,Female,19,8
S_R,Female,48,1
NS_SP,Female,47,10
S_R,Male,35,4
S_P,Female,32,8
S_P,Male,42,1
NS_SP,Female,46,9
S_R,Female,49,13
NS_SP,Female,49,2
S_P,Female,18,7
S_P,Female,23,5
S_P,Female,25,10
NS_SP,Female,42,12
NS_P,Female,40,4
S_R,Male,24,10
S_R,Male,43,10
S_R,Male,47,15
NS_SP,Female,30,17
NS_R,Male,49,18
NS_P,Male,26,8
S_R,Female,24,7
S_P,Female,42,10
NS_SP,Female,47,4
S_R,Male,41,12
S_R,Male,44,6
NS_P,Female,34,4
NS_R,Male,30,15
S_P,Male,19,6
NS_R,Male,41,9
S_P,Male,31,2
S_P,Female,29,9
NS_R,Male,19,3
S_P,Female,21,1
NS_SP,Male,28,8
NS_SP,Female,46,6
S_P,Male,36,5
NS_SP,Male,38,8
S_R,Female,35,5
NS_P,Female,39,11
S_R,Male,45,7
NS_P,Male,36,4
NS_SP,Male,28,2
NS_SP,Female,36,10
NS_R,Female,29,5
S_P,Male,35,11
NS_SP,Female,45,17
S_P,Female,18,10
S_P,Male,42,14
NS_R,Male,31,12
NS_R,Male,43,12
NS_P,Female,23,18
NS_P,Male,24,14
S_R,Male,30,19
NS_SP,Female,38,1
S_R,Female,27,5
S_P,Female,36,1
S_R,Male,45,14
S_R,Female,21,13
S_P,Male,36,9
NS_P,Female,31,18
NS_P,Male,39,3
NS_SP,Male,34,10
S_R,Male,35,15
S_R,Female,36,14
NS_SP,Male,27,2
S_R,Male,30,1
S_R,Female,49,15
NS_SP,Male,40,8
NS_R,Male,34,9
NS_R,Female,27,14
S_P,Female,46,11
NS_SP,Female,21,5
S_R,Female,34,5
S_R,Male,29,13
NS_SP,Female,49,8
S_R,Female,18,11
NS_SP,Female,31,2
NS_P,Female,23,6
S_P,Male,43,11
S_R,Female,36,15
NS_R,Male,49,13
NS_P,Male,23,2
S_R,Female,36,4
NS_R,Female,46,5
NS_SP,Female,40,1
S_R,Female,39,4
NS_SP,Female,20,13
NS_SP,Male,39,6
S_R,Male,27,16
NS_R,Female,43,15
NS_R,Male,36,18
NS_P,Male,28,2
S_R,Male,41,16
S_R,Female,47,2
S_R,Male,37,4
S_R,Male,22,9
NS_R,Female,30,9
NS_SP,Female,25,9
S_P,Female,39,10
NS_P,Female,38,16
S_P,Male,19,1
S_P,Male,36,14
